"Account Number","Suite","House Number","Street Name","Neighbourhood ID","Neighbourhood","Ward","Assessed Value","Tax Class","Garage","Assessment Class 1","Assessment Class 2","Assessment Class 3","Assessment Class % 1","Assessment Class % 2","Assessment Class % 3","Latitude","Longitude","Point Location"
"10503800",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503801",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503802",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503803",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503804",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503805",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503806",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503807",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503808",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503809",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503810","218","508","ALBANY WAY NW","3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503811",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503812",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503813",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503814",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503815",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503816",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503817",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503818",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503819",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503820",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503821",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503822",,,,"3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503823","120","508","ALBANY WAY NW","3460","ALBANY","Anirniq","4500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503824","101","508","ALBANY WAY NW","3460","ALBANY","Anirniq","185000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503825","102","508","ALBANY WAY NW","3460","ALBANY","Anirniq","185000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503826","103","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503827","104","508","ALBANY WAY NW","3460","ALBANY","Anirniq","131500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503828","105","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503829","106","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503830","107","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503831","108","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503832","109","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503833","110","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503834","112","508","ALBANY WAY NW","3460","ALBANY","Anirniq","168000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503835","113","508","ALBANY WAY NW","3460","ALBANY","Anirniq","162000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503836","114","508","ALBANY WAY NW","3460","ALBANY","Anirniq","173500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503837","115","508","ALBANY WAY NW","3460","ALBANY","Anirniq","162500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503838","116","508","ALBANY WAY NW","3460","ALBANY","Anirniq","162500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503839","117","508","ALBANY WAY NW","3460","ALBANY","Anirniq","174000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503840","118","508","ALBANY WAY NW","3460","ALBANY","Anirniq","162000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503841","119","508","ALBANY WAY NW","3460","ALBANY","Anirniq","185000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503842","120","508","ALBANY WAY NW","3460","ALBANY","Anirniq","185000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503843","201","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503844","202","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503845","203","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503846","204","508","ALBANY WAY NW","3460","ALBANY","Anirniq","134500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503847","205","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503848","206","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503849","207","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503850","208","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503851","209","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503852","210","508","ALBANY WAY NW","3460","ALBANY","Anirniq","181500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503853","211","508","ALBANY WAY NW","3460","ALBANY","Anirniq","150000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503854","212","508","ALBANY WAY NW","3460","ALBANY","Anirniq","172000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503855","213","508","ALBANY WAY NW","3460","ALBANY","Anirniq","166000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503856","214","508","ALBANY WAY NW","3460","ALBANY","Anirniq","177500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503857","215","508","ALBANY WAY NW","3460","ALBANY","Anirniq","166000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503858","216","508","ALBANY WAY NW","3460","ALBANY","Anirniq","166000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503859","217","508","ALBANY WAY NW","3460","ALBANY","Anirniq","178000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503860","218","508","ALBANY WAY NW","3460","ALBANY","Anirniq","165500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503861","219","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503862","220","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503863","301","508","ALBANY WAY NW","3460","ALBANY","Anirniq","191500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503864","302","508","ALBANY WAY NW","3460","ALBANY","Anirniq","191500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503865","303","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503866","304","508","ALBANY WAY NW","3460","ALBANY","Anirniq","136000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503867","305","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503868","306","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503869","307","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503870","308","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503871","309","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503872","310","508","ALBANY WAY NW","3460","ALBANY","Anirniq","183000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503873","311","508","ALBANY WAY NW","3460","ALBANY","Anirniq","152000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503874","312","508","ALBANY WAY NW","3460","ALBANY","Anirniq","174000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503875","313","508","ALBANY WAY NW","3460","ALBANY","Anirniq","168000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503876","314","508","ALBANY WAY NW","3460","ALBANY","Anirniq","180000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503877","315","508","ALBANY WAY NW","3460","ALBANY","Anirniq","168500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503878","316","508","ALBANY WAY NW","3460","ALBANY","Anirniq","168000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503879","317","508","ALBANY WAY NW","3460","ALBANY","Anirniq","180000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503880","318","508","ALBANY WAY NW","3460","ALBANY","Anirniq","168000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503881","319","508","ALBANY WAY NW","3460","ALBANY","Anirniq","191500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503882","320","508","ALBANY WAY NW","3460","ALBANY","Anirniq","191500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503883","401","508","ALBANY WAY NW","3460","ALBANY","Anirniq","197500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503884","402","508","ALBANY WAY NW","3460","ALBANY","Anirniq","198000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503885","403","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503886","404","508","ALBANY WAY NW","3460","ALBANY","Anirniq","140000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503887","405","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503888","406","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503889","407","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503890","408","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503891","409","508","ALBANY WAY NW","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503892","410","508","ALBANY WAY","3460","ALBANY","Anirniq","189000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503893","411","508","ALBANY WAY NW","3460","ALBANY","Anirniq","156500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503894","412","508","ALBANY WAY NW","3460","ALBANY","Anirniq","179500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503895","413","508","ALBANY WAY NW","3460","ALBANY","Anirniq","173500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503896","414","508","ALBANY WAY NW","3460","ALBANY","Anirniq","185500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503897","415","508","ALBANY WAY NW","3460","ALBANY","Anirniq","173500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503898","416","508","ALBANY WAY NW","3460","ALBANY","Anirniq","173500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503899","417","508","ALBANY WAY NW","3460","ALBANY","Anirniq","185500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503900","418","508","ALBANY WAY NW","3460","ALBANY","Anirniq","173000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503901","419","508","ALBANY WAY NW","3460","ALBANY","Anirniq","197000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503902","420","508","ALBANY WAY NW","3460","ALBANY","Anirniq","197500","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503903",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503904",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503905",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503906",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503907",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503908",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503909",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503910",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503911",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503912",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503913",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503914",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503915",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503916",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503917",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503918",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503919",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503920",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503921",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503922",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503923",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503924",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503925",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503926",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503927",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503928",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503929",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503930",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503931",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503932",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503933",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503934",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503935",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503936",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503937",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503938",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503939",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503940",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
"10503941",,,,"3460","ALBANY","Anirniq","9000","Residential","N","RESIDENTIAL",,,"100",,,"53.62933152605558","-113.55671350876294","POINT (-113.55671350876294 53.62933152605558)"
